x,y,color,row,column,isHorizontal,width,height,angle(rad)
379, 142, 1, 6, 25, True,8,21,0.14103594678756462
404, 145, 1, 6, 27, True,8,21,0.14103594678756676
430, 149, -1, 6, 29, True,8,21,0.14103594678756798
455, 153, 1, 6, 31, True,8,21,0.14103594678756892
59, 110, 1, 7, 0, False,8,21,0.1410836515890972
85, 113, 1, 7, 2, False,8,21,0.14108365158909703
110, 117, -1, 7, 4, False,8,21,0.1410836515890972
135, 120, 1, 7, 6, False,8,21,0.1410836515890958
161, 124, -1, 7, 8, False,8,21,0.14108365158909733
186, 128, 1, 7, 10, False,8,21,0.14108365158909703
212, 131, -1, 7, 12, False,8,21,0.14108365158909672
237, 135, 1, 7, 14, False,8,21,0.14108365158909733
262, 139, -1, 7, 16, False,8,21,0.14108365158909672
288, 142, 1, 7, 18, False,8,21,0.14108365158909733
313, 146, -1, 7, 20, False,8,21,0.14108365158909517
339, 149, 1, 7, 22, False,8,21,0.14108365158909517
364, 153, -1, 7, 24, False,8,21,0.14108365158909672
389, 157, 1, 7, 26, False,8,21,0.14108365158909733
415, 160, -1, 7, 28, False,8,21,0.14108365158909889
440, 164, 1, 7, 30, False,8,21,0.14108365158909733
465, 167, -1, 7, 32, False,8,21,0.14108365158909733
69, 124, 1, 8, 1, True,8,21,0.14113133775225864
95, 128, -1, 8, 3, True,8,21,0.14113133775225864
120, 132, 1, 8, 5, True,8,21,0.14113133775225759
146, 135, 1, 8, 7, True,8,21,0.1411313377522585
171, 139, 1, 8, 9, True,8,21,0.14113133775226094
196, 142, -1, 8, 11, True,8,21,0.1411313377522585
222, 146, 1, 8, 13, True,8,21,0.1411313377522585
247, 150, -1, 8, 15, True,8,21,0.1411313377522588
273, 153, 1, 8, 17, True,8,21,0.1411313377522588
298, 157, 1, 8, 19, True,8,21,0.1411313377522582
323, 160, 1, 8, 21, True,8,21,0.1411313377522588
349, 164, -1, 8, 23, True,8,21,0.14113133775225664
374, 168, 1, 8, 25, True,8,21,0.14113133775225603
400, 171, -1, 8, 27, True,8,21,0.14113133775225664
425, 175, 1, 8, 29, True,8,21,0.1411313377522588
450, 178, -1, 8, 31, True,8,21,0.1411313377522582
54, 135, 1, 9, 0, False,8,21,0.14117900528775573
80, 139, -1, 9, 2, False,8,21,0.14117900528775573
105, 143, 1, 9, 4, False,8,21,0.14117900528775565
130, 146, 1, 9, 6, False,8,21,0.14117900528775565
156, 150, 1, 9, 8, False,8,21,0.14117900528775348
181, 153, -1, 9, 10, False,8,21,0.14117900528775382
207, 157, 1, 9, 12, False,8,21,0.14117900528775595
232, 161, 1, 9, 14, False,8,21,0.14117900528775595
258, 164, -1, 9, 16, False,8,21,0.14117900528775534
283, 168, 1, 9, 18, False,8,21,0.14117900528775534
308, 171, 1, 9, 20, False,8,21,0.14117900528775595
334, 175, -1, 9, 22, False,8,21,0.14117900528775595
359, 179, 1, 9, 24, False,8,21,0.14117900528775748
385, 182, -1, 9, 26, False,8,21,0.14117900528775748
410, 186, 1, 9, 28, False,8,21,0.14117900528775595
435, 190, -1, 9, 30, False,8,21,0.14117900528775595
461, 193, 1, 9, 32, False,8,21,0.14117900528775595
65, 150, -1, 10, 1, True,8,21,0.14122665420628466
90, 154, 1, 10, 3, True,8,21,0.14122665420628466
115, 157, -1, 10, 5, True,8,21,0.14122665420628483
141, 161, 1, 10, 7, True,8,21,0.14122665420628452
166, 165, -1, 10, 9, True,8,21,0.14122665420628436
192, 168, 1, 10, 11, True,8,21,0.14122665420628466
217, 172, -1, 10, 13, True,8,21,0.14122665420628466
242, 175, -1, 10, 15, True,8,21,0.14122665420628466
268, 179, -1, 10, 17, True,8,21,0.14122665420628436
293, 183, 1, 10, 19, True,8,21,0.141226654206285
319, 186, -1, 10, 21, True,8,21,0.14122665420628436
344, 190, 1, 10, 23, True,8,21,0.14122665420628436
369, 193, -1, 10, 25, True,8,21,0.14122665420628436
395, 197, 1, 10, 27, True,8,21,0.14122665420628436
420, 201, -1, 10, 29, True,8,21,0.14122665420628436
446, 204, 1, 10, 31, True,8,21,0.14122665420628436
49, 161, 1, 11, 0, False,8,21,0.14127428451853372
75, 165, -1, 11, 2, False,8,21,0.14127428451853372
100, 168, -1, 11, 4, False,8,21,0.14127428451853372
126, 172, 1, 11, 6, False,8,21,0.14127428451853372
151, 176, -1, 11, 8, False,8,21,0.14127428451853372
176, 179, 1, 11, 10, False,8,21,0.14127428451853402
202, 183, -1, 11, 12, False,8,21,0.14127428451853402
227, 186, 1, 11, 14, False,8,21,0.1412742845185362
253, 190, 1, 11, 16, False,8,21,0.1412742845185362
278, 194, 1, 11, 18, False,8,21,0.1412742845185362
304, 197, -1, 11, 20, False,8,21,0.1412742845185362
329, 201, 1, 11, 22, False,8,21,0.14127428451853402
354, 205, -1, 11, 24, False,8,21,0.14127428451853402
380, 208, 1, 11, 26, False,8,21,0.14127428451853402
405, 212, 1, 11, 28, False,8,21,0.14127428451853402
431, 215, 1, 11, 30, False,8,21,0.14127428451853402
456, 219, -1, 11, 32, False,8,21,0.14127428451853402
60, 176, -1, 12, 1, True,8,21,0.14132189623518296
85, 179, -1, 12, 3, True,8,21,0.14132189623518296
111, 183, -1, 12, 5, True,8,21,0.14132189623518296
136, 187, -1, 12, 7, True,8,21,0.14132189623518296
161, 190, 1, 12, 9, True,8,21,0.14132189623518296
187, 194, -1, 12, 11, True,8,21,0.14132189623518296
212, 197, 1, 12, 13, True,8,21,0.14132189623518296
238, 201, -1, 12, 15, True,8,21,0.14132189623518512
263, 205, 1, 12, 17, True,8,21,0.1413218962351848
288, 208, -1, 12, 19, True,8,21,0.1413218962351848
314, 212, 1, 12, 21, True,8,21,0.1413218962351848
339, 216, -1, 12, 23, True,8,21,0.14132189623518326
365, 219, 1, 12, 25, True,8,21,0.14132189623518263
390, 223, -1, 12, 27, True,8,21,0.14132189623518326
416, 226, 1, 12, 29, True,8,21,0.14132189623518263
441, 230, -1, 12, 31, True,8,21,0.14132189623518326
45, 187, 1, 13, 0, False,8,21,0.1413694893669045
70, 190, -1, 13, 2, False,8,21,0.1413694893669044
95, 194, 1, 13, 4, False,8,21,0.1413694893669045
121, 198, 1, 13, 6, False,8,21,0.1413694893669045
146, 201, 1, 13, 8, False,8,21,0.1413694893669045
172, 205, -1, 13, 10, False,8,21,0.1413694893669042
197, 209, 1, 13, 12, False,8,21,0.1413694893669045
223, 212, -1, 13, 14, False,8,21,0.1413694893669045
248, 216, 1, 13, 16, False,8,21,0.1413694893669045
273, 219, -1, 13, 18, False,8,21,0.1413694893669042
299, 223, 1, 13, 20, False,8,21,0.1413694893669042
324, 227, -1, 13, 22, False,8,21,0.14136948936690635
350, 230, 1, 13, 24, False,8,21,0.14136948936690635
375, 234, -1, 13, 26, False,8,21,0.14136948936690635
401, 238, 1, 13, 28, False,8,21,0.1413694893669042
426, 241, -1, 13, 30, False,8,21,0.1413694893669042
451, 245, 1, 13, 32, False,8,21,0.1413694893669042
55, 202, -1, 14, 1, True,8,21,0.14141706392436248
80, 205, 1, 14, 3, True,8,21,0.1414170639243624
106, 209, -1, 14, 5, True,8,21,0.14141706392436468
131, 212, -1, 14, 7, True,8,21,0.14141706392436254
157, 216, -1, 14, 9, True,8,21,0.14141706392436254
182, 220, 1, 14, 11, True,8,21,0.14141706392436254
207, 223, -1, 14, 13, True,8,21,0.14141706392436254
233, 227, 1, 14, 15, True,8,21,0.14141706392436254
258, 230, -1, 14, 17, True,8,21,0.14141706392436254
284, 234, -1, 14, 19, True,8,21,0.14141706392436285
309, 238, -1, 14, 21, True,8,21,0.14141706392436224
335, 241, 1, 14, 23, True,8,21,0.14141706392436224
360, 245, -1, 14, 25, True,8,21,0.14141706392436285
385, 249, 1, 14, 27, True,8,21,0.141417063924365
411, 252, -1, 14, 29, True,8,21,0.141417063924365
436, 256, 1, 14, 31, True,8,21,0.14141706392436285
40, 213, 1, 15, 0, False,8,21,0.14146461991821313
65, 216, 1, 15, 2, False,8,21,0.1414646199182132
91, 220, 1, 15, 4, False,8,21,0.14146461991821524
116, 223, 1, 15, 6, False,8,21,0.1414646199182132
141, 227, 1, 15, 8, False,8,21,0.1414646199182132
167, 231, 1, 15, 10, False,8,21,0.14146461991821507
192, 234, 1, 15, 12, False,8,21,0.1414646199182132
218, 238, 1, 15, 14, False,8,21,0.1414646199182129
243, 242, 1, 15, 16, False,8,21,0.1414646199182132
269, 245, -1, 15, 18, False,8,21,0.14146461991821355
294, 249, 1, 15, 20, False,8,21,0.1414646199182129
319, 252, 1, 15, 22, False,8,21,0.1414646199182129
345, 256, -1, 15, 24, False,8,21,0.14146461991821566
370, 260, 1, 15, 26, False,8,21,0.14146461991821355
396, 263, 1, 15, 28, False,8,21,0.14146461991821077
421, 267, 1, 15, 30, False,8,21,0.14146461991821077
447, 271, 1, 15, 32, False,8,21,0.14146461991821077
50, 227, -1, 16, 1, True,8,21,0.14151215735910466
75, 231, -1, 16, 3, True,8,21,0.1415121573591069
101, 235, -1, 16, 5, True,8,21,0.14151215735910458
126, 238, 1, 16, 7, True,8,21,0.14151215735910475
152, 242, 1, 16, 9, True,8,21,0.14151215735910475
177, 245, 1, 16, 11, True,8,21,0.14151215735910475
203, 249, 1, 16, 13, True,8,21,0.1415121573591069
228, 253, 1, 16, 15, True,8,21,0.14151215735910447
253, 256, -1, 16, 17, True,8,21,0.1415121573591069
279, 260, 1, 16, 19, True,8,21,0.1415121573591066
304, 264, -1, 16, 21, True,8,21,0.1415121573591066
330, 267, 1, 16, 23, True,8,21,0.1415121573591066
355, 271, 1, 16, 25, True,8,21,0.1415121573591029
381, 274, 1, 16, 27, True,8,21,0.1415121573591023
406, 278, -1, 16, 29, True,8,21,0.1415121573591066
432, 282, 1, 16, 31, True,8,21,0.14151215735910722
35, 238, 1, 17, 0, False,8,21,0.1415596762576773
60, 242, 1, 17, 2, False,8,21,0.1415596762576772
86, 246, 1, 17, 4, False,8,21,0.14155967625767737
111, 249, 1, 17, 6, False,8,21,0.14155967625767737
137, 253, 1, 17, 8, False,8,21,0.14155967625767918
162, 256, 1, 17, 10, False,8,21,0.14155967625767704
187, 260, 1, 17, 12, False,8,21,0.1415596762576752
213, 264, -1, 17, 14, False,8,21,0.14155967625767948
238, 267, -1, 17, 16, False,8,21,0.14155967625767948
264, 271, 1, 17, 18, False,8,21,0.14155967625767918
289, 275, -1, 17, 20, False,8,21,0.14155967625767488
315, 278, 1, 17, 22, False,8,21,0.14155967625767488
340, 282, -1, 17, 24, False,8,21,0.14155967625767982
366, 285, 1, 17, 26, False,8,21,0.14155967625767918
391, 289, -1, 17, 28, False,8,21,0.14155967625767982
416, 293, 1, 17, 30, False,8,21,0.14155967625767488
442, 296, -1, 17, 32, False,8,21,0.14155967625767488
45, 253, 1, 18, 1, True,8,21,0.14160717662456312
71, 257, -1, 18, 3, True,8,21,0.14160717662456526
96, 260, -1, 18, 5, True,8,21,0.1416071766245654
121, 264, -1, 18, 7, True,8,21,0.14160717662456113
147, 268, 1, 18, 9, True,8,21,0.14160717662456113
172, 271, 1, 18, 11, True,8,21,0.1416071766245651
198, 275, -1, 18, 13, True,8,21,0.1416071766245651
223, 278, 1, 18, 15, True,8,21,0.1416071766245608
249, 282, 1, 18, 17, True,8,21,0.14160717662456113
274, 286, -1, 18, 19, True,8,21,0.14160717662456573
300, 289, 1, 18, 21, True,8,21,0.1416071766245651
325, 293, -1, 18, 23, True,8,21,0.1416071766245651
351, 297, 1, 18, 25, True,8,21,0.1416071766245608
376, 300, -1, 18, 27, True,8,21,0.14160717662456143
401, 304, 1, 18, 29, True,8,21,0.1416071766245651
427, 307, -1, 18, 31, True,8,21,0.14160717662456573
30, 264, -1, 19, 0, False,8,21,0.1416546584703888
55, 268, -1, 19, 2, False,8,21,0.1416546584703845
81, 271, -1, 19, 4, False,8,21,0.14165465847038863
106, 275, 1, 19, 6, False,8,21,0.14165465847038863
132, 279, 1, 19, 8, False,8,21,0.14165465847038436
157, 282, 1, 19, 10, False,8,21,0.14165465847038863
183, 286, -1, 19, 12, False,8,21,0.14165465847038863
208, 289, 1, 19, 14, False,8,21,0.14165465847038466
234, 293, -1, 19, 16, False,8,21,0.14165465847038863
259, 297, -1, 19, 18, False,8,21,0.14165465847038924
284, 300, 1, 19, 20, False,8,21,0.14165465847038436
310, 304, -1, 19, 22, False,8,21,0.14165465847038924
335, 308, 1, 19, 24, False,8,21,0.14165465847038863
361, 311, -1, 19, 26, False,8,21,0.14165465847038436
386, 315, 1, 19, 28, False,8,21,0.14165465847038863
412, 319, -1, 19, 30, False,8,21,0.14165465847038924
437, 322, 1, 19, 32, False,8,21,0.14165465847038436
40, 279, 1, 20, 1, True,8,21,0.14170212180576622
66, 282, 1, 20, 3, True,8,21,0.14170212180576622
91, 286, 1, 20, 5, True,8,21,0.14170212180576217
117, 290, -1, 20, 7, True,8,21,0.14170212180576613
142, 293, -1, 20, 9, True,8,21,0.14170212180576613
168, 297, -1, 20, 11, True,8,21,0.14170212180576186
193, 301, 1, 20, 13, True,8,21,0.14170212180576647
218, 304, -1, 20, 15, True,8,21,0.14170212180576647
244, 308, 1, 20, 17, True,8,21,0.14170212180576186
269, 311, 1, 20, 19, True,8,21,0.14170212180576613
295, 315, -1, 20, 21, True,8,21,0.14170212180576613
320, 319, 1, 20, 23, True,8,21,0.14170212180576186
346, 322, 1, 20, 25, True,8,21,0.14170212180576677
371, 326, 1, 20, 27, True,8,21,0.14170212180576613
397, 330, -1, 20, 29, True,8,21,0.14170212180576186
422, 333, 1, 20, 31, True,8,21,0.14170212180576613
25, 290, 1, 21, 0, False,8,21,0.14174956664130614
51, 293, -1, 21, 2, False,8,21,0.14174956664130192
76, 297, 1, 21, 4, False,8,21,0.14174956664130614
101, 301, -1, 21, 6, False,8,21,0.14174956664130606
127, 304, 1, 21, 8, False,8,21,0.14174956664130206
152, 308, 1, 21, 10, False,8,21,0.14174956664130606
178, 312, -1, 21, 12, False,8,21,0.14174956664130633
203, 315, -1, 21, 14, False,8,21,0.14174956664130176
229, 319, 1, 21, 16, False,8,21,0.14174956664130606
254, 322, 1, 21, 18, False,8,21,0.14174956664130633
280, 326, -1, 21, 20, False,8,21,0.14174956664130176
305, 330, 1, 21, 22, False,8,21,0.14174956664130606
331, 333, 1, 21, 24, False,8,21,0.14174956664130606
356, 337, -1, 21, 26, False,8,21,0.14174956664130176
382, 341, 1, 21, 28, False,8,21,0.14174956664130606
407, 344, 1, 21, 30, False,8,21,0.14174956664130606
433, 348, -1, 21, 32, False,8,21,0.14174956664130176
35, 304, -1, 22, 1, True,8,21,0.14179699298760887
61, 308, 1, 22, 3, True,8,21,0.14179699298760887
86, 312, 1, 22, 5, True,8,21,0.1417969929876045
112, 315, 1, 22, 7, True,8,21,0.1417969929876091
137, 319, 1, 22, 9, True,8,21,0.1417969929876045
163, 323, -1, 22, 11, True,8,21,0.1417969929876091
188, 326, -1, 22, 13, True,8,21,0.1417969929876088
214, 330, 1, 22, 15, True,8,21,0.1417969929876045
239, 334, 1, 22, 17, True,8,21,0.1417969929876088
265, 337, -1, 22, 19, True,8,21,0.14179699298760481
290, 341, 1, 22, 21, True,8,21,0.1417969929876094
316, 344, 1, 22, 23, True,8,21,0.1417969929876088
341, 348, -1, 22, 25, True,8,21,0.1417969929876045
366, 352, 1, 22, 27, True,8,21,0.1417969929876088
392, 355, 1, 22, 29, True,8,21,0.1417969929876088
417, 359, 1, 22, 31, True,8,21,0.1417969929876088
20, 316, -1, 23, 0, False,8,21,0.14184440085526698
46, 319, 1, 23, 2, False,8,21,0.14184440085526268
71, 323, -1, 23, 4, False,8,21,0.141844400855267
97, 326, 1, 23, 6, False,8,21,0.14184440085526265
122, 330, 1, 23, 8, False,8,21,0.14184440085526692
148, 334, -1, 23, 10, False,8,21,0.14184440085526265
173, 337, -1, 23, 12, False,8,21,0.14184440085526726
199, 341, -1, 23, 14, False,8,21,0.14184440085526692
224, 345, 1, 23, 16, False,8,21,0.14184440085526692
249, 348, -1, 23, 18, False,8,21,0.14184440085526692
275, 352, 1, 23, 20, False,8,21,0.14184440085526692
300, 356, 1, 23, 22, False,8,21,0.14184440085526692
326, 359, -1, 23, 24, False,8,21,0.14184440085526326
351, 363, 1, 23, 26, False,8,21,0.14184440085526692
377, 366, -1, 23, 28, False,8,21,0.14184440085526265
402, 370, 1, 23, 30, False,8,21,0.14184440085526692
428, 374, -1, 23, 32, False,8,21,0.14184440085526692
31, 330, 1, 24, 1, True,8,21,0.1418917902548651
56, 334, -1, 24, 3, True,8,21,0.14189179025486517
81, 337, 1, 24, 5, True,8,21,0.1418917902548608
107, 341, -1, 24, 7, True,8,21,0.1418917902548651
132, 345, -1, 24, 9, True,8,21,0.1418917902548608
158, 348, 1, 24, 11, True,8,21,0.1418917902548651
183, 352, -1, 24, 13, True,8,21,0.1418917902548651
209, 356, 1, 24, 15, True,8,21,0.1418917902548608
234, 359, 1, 24, 17, True,8,21,0.1418917902548651
260, 363, -1, 24, 19, True,8,21,0.1418917902548651
285, 367, -1, 24, 21, True,8,21,0.1418917902548651
311, 370, -1, 24, 23, True,8,21,0.1418917902548651
336, 374, 1, 24, 25, True,8,21,0.1418917902548608
362, 378, -1, 24, 27, True,8,21,0.1418917902548651
387, 381, 1, 24, 29, True,8,21,0.1418917902548608
413, 385, 1, 24, 31, True,8,21,0.1418917902548608
15, 341, 1, 25, 0, False,8,21,0.14193916119698
41, 345, -1, 25, 2, False,8,21,0.14193916119697572
66, 349, 1, 25, 4, False,8,21,0.14193916119698
92, 352, -1, 25, 6, False,8,21,0.14193916119697572
117, 356, 1, 25, 8, False,8,21,0.14193916119698
143, 359, 1, 25, 10, False,8,21,0.14193916119697572
168, 363, -1, 25, 12, False,8,21,0.14193916119698
194, 367, 1, 25, 14, False,8,21,0.14193916119698
219, 370, 1, 25, 16, False,8,21,0.14193916119698
245, 374, -1, 25, 18, False,8,21,0.14193916119698
270, 378, 1, 25, 20, False,8,21,0.14193916119697572
296, 381, -1, 25, 22, False,8,21,0.14193916119698
321, 385, 1, 25, 24, False,8,21,0.14193916119698
347, 389, -1, 25, 26, False,8,21,0.14193916119698
372, 392, 1, 25, 28, False,8,21,0.14193916119697572
398, 396, 1, 25, 30, False,8,21,0.14193916119698
423, 400, 1, 25, 32, False,8,21,0.14193916119697572
26, 356, -1, 26, 1, True,8,21,0.14198651369218043
51, 360, 1, 26, 3, True,8,21,0.14198651369218035
77, 363, -1, 26, 5, True,8,21,0.14198651369218035
102, 367, -1, 26, 7, True,8,21,0.14198651369218043
128, 371, 1, 26, 9, True,8,21,0.14198651369218043
153, 374, -1, 26, 11, True,8,21,0.14198651369218043
179, 378, 1, 26, 13, True,8,21,0.14198651369217616
204, 381, 1, 26, 15, True,8,21,0.14198651369218043
230, 385, -1, 26, 17, True,8,21,0.14198651369217616
255, 389, -1, 26, 19, True,8,21,0.14198651369218043
281, 392, 1, 26, 21, True,8,21,0.14198651369218043
306, 396, -1, 26, 23, True,8,21,0.14198651369218043
332, 400, -1, 26, 25, True,8,21,0.14198651369217616
357, 403, -1, 26, 27, True,8,21,0.14198651369218043
382, 407, 1, 26, 29, True,8,21,0.14198651369218043
408, 411, -1, 26, 31, True,8,21,0.14198651369218043
10, 367, -1, 27, 0, False,8,21,0.14203384775102726
36, 371, 1, 27, 2, False,8,21,0.1420338477510273
61, 374, -1, 27, 4, False,8,21,0.14203384775102726
87, 378, 1, 27, 6, False,8,21,0.14203384775102731
112, 382, 1, 27, 8, False,8,21,0.14203384775102731
138, 385, -1, 27, 10, False,8,21,0.14203384775102718
163, 389, 1, 27, 12, False,8,21,0.14203384775102731
189, 393, -1, 27, 14, False,8,21,0.14203384775102704
214, 396, -1, 27, 16, False,8,21,0.14203384775102731
240, 400, -1, 27, 18, False,8,21,0.14203384775102731
265, 403, 1, 27, 20, False,8,21,0.14203384775102731
291, 407, -1, 27, 22, False,8,21,0.14203384775102731
316, 411, 1, 27, 24, False,8,21,0.14203384775102731
342, 414, -1, 27, 26, False,8,21,0.14203384775102731
367, 418, 1, 27, 28, False,8,21,0.14203384775102304
393, 422, -1, 27, 30, False,8,21,0.14203384775102731
418, 425, 1, 27, 32, False,8,21,0.14203384775102731
21, 382, 1, 28, 1, True,8,21,0.14208116338407362
46, 385, -1, 28, 3, True,8,21,0.14208116338406931
72, 389, -1, 28, 5, True,8,21,0.1420811633840737
97, 393, 1, 28, 7, True,8,21,0.14208116338407353
123, 396, -1, 28, 9, True,8,21,0.1420811633840737
148, 400, 1, 28, 11, True,8,21,0.1420811633840731
174, 404, -1, 28, 13, True,8,21,0.1420811633840694
199, 407, 1, 28, 15, True,8,21,0.1420811633840737
225, 411, 1, 28, 17, True,8,21,0.1420811633840694
250, 415, 1, 28, 19, True,8,21,0.1420811633840731
276, 418, -1, 28, 21, True,8,21,0.1420811633840731
301, 422, 1, 28, 23, True,8,21,0.1420811633840737
327, 425, -1, 28, 25, True,8,21,0.1420811633840737
352, 429, 1, 28, 27, True,8,21,0.1420811633840737
378, 433, -1, 28, 29, True,8,21,0.1420811633840737
403, 436, -1, 28, 31, True,8,21,0.1420811633840737
6, 393, 1, 29, 0, False,8,21,0.14212846060186451
31, 396, -1, 29, 2, False,8,21,0.14212846060186451
57, 400, -1, 29, 4, False,8,21,0.1421284606018645
