x,y,color,row,column,isHorizontal,width,height,angle(rad)
117, 38, 1, 0, 1, True,10,24,0.1454545527253522
155, 43, -1, 0, 3, True,10,24,0.14545455272535213
193, 49, 1, 0, 5, True,10,24,0.14545455272535232
231, 54, -1, 0, 7, True,10,24,0.14545455272535246
269, 60, 1, 0, 9, True,10,24,0.14545455272535232
307, 66, 1, 0, 11, True,10,24,0.1454545527253521
345, 71, -1, 0, 13, True,10,24,0.1454545527253521
382, 77, -1, 0, 15, True,10,24,0.14545455272535254
420, 82, -1, 0, 17, True,10,24,0.1454545527253521
458, 88, 1, 0, 19, True,10,24,0.1454545527253521
95, 54, -1, 1, 0, False,10,24,0.14600354690988201
133, 60, -1, 1, 2, False,10,24,0.14600354690988177
171, 65, -1, 1, 4, False,10,24,0.14600354690988157
208, 71, -1, 1, 6, False,10,24,0.14600354690988213
246, 76, 1, 1, 8, False,10,24,0.14600354690988177
284, 82, -1, 1, 10, False,10,24,0.14600354690988135
322, 88, -1, 1, 12, False,10,24,0.14600354690988177
360, 93, 1, 1, 14, False,10,24,0.14600354690988204
398, 99, -1, 1, 16, False,10,24,0.1460035469098825
436, 104, -1, 1, 18, False,10,24,0.14600354690988177
473, 110, 1, 1, 20, False,10,24,0.14600354690988177
110, 76, -1, 2, 1, True,10,24,0.14655212042919383
148, 82, -1, 2, 3, True,10,24,0.14655212042919394
186, 87, -1, 2, 5, True,10,24,0.14655212042919372
224, 93, -1, 2, 7, True,10,24,0.14655212042919372
262, 98, 1, 2, 9, True,10,24,0.14655212042919413
299, 104, 1, 2, 11, True,10,24,0.14655212042919372
337, 110, 1, 2, 13, True,10,24,0.14655212042919372
375, 115, -1, 2, 15, True,10,24,0.14655212042919485
413, 121, 1, 2, 17, True,10,24,0.14655212042919372
451, 126, 1, 2, 19, True,10,24,0.1465521204291944
87, 92, -1, 3, 0, False,10,24,0.1471002734368162
125, 98, 1, 3, 2, False,10,24,0.14710027343681548
163, 103, -1, 3, 4, False,10,24,0.14710027343681628
201, 109, -1, 3, 6, False,10,24,0.1471002734368161
239, 115, 1, 3, 8, False,10,24,0.14710027343681628
277, 120, -1, 3, 10, False,10,24,0.1471002734368156
315, 126, 1, 3, 12, False,10,24,0.14710027343681628
353, 132, -1, 3, 14, False,10,24,0.14710027343681586
391, 137, -1, 3, 16, False,10,24,0.1471002734368156
428, 143, -1, 3, 18, False,10,24,0.147100273436817
466, 148, -1, 3, 20, False,10,24,0.1471002734368156
103, 114, 1, 4, 1, True,10,24,0.1476480060870497
141, 120, 1, 4, 3, True,10,24,0.1476480060870497
179, 125, 1, 4, 5, True,10,24,0.14764800608704978
216, 131, 1, 4, 7, True,10,24,0.1476480060870496
254, 137, -1, 4, 9, True,10,24,0.14764800608704887
292, 142, 1, 4, 11, True,10,24,0.14764800608705028
330, 148, -1, 4, 13, True,10,24,0.14764800608704887
368, 154, -1, 4, 15, True,10,24,0.14764800608705028
406, 159, 1, 4, 17, True,10,24,0.14764800608704887
444, 165, -1, 4, 19, True,10,24,0.1476480060870493
80, 130, -1, 5, 0, False,10,24,0.1481953185349697
118, 136, 1, 5, 2, False,10,24,0.1481953185349696
156, 142, -1, 5, 4, False,10,24,0.14819531853496887
194, 147, -1, 5, 6, False,10,24,0.14819531853496906
232, 153, 1, 5, 8, False,10,24,0.14819531853496865
270, 159, 1, 5, 10, False,10,24,0.14819531853496906
308, 164, -1, 5, 12, False,10,24,0.14819531853497048
345, 170, 1, 5, 14, False,10,24,0.14819531853496906
383, 176, -1, 5, 16, False,10,24,0.14819531853497048
421, 181, -1, 5, 18, False,10,24,0.14819531853496865
459, 187, 1, 5, 20, False,10,24,0.14819531853497048
95, 152, 1, 6, 1, True,10,24,0.14874221093642065
133, 158, 1, 6, 3, True,10,24,0.14874221093642057
171, 164, 1, 6, 5, True,10,24,0.14874221093642057
209, 169, 1, 6, 7, True,10,24,0.14874221093641934
247, 175, -1, 6, 9, True,10,24,0.14874221093642057
285, 181, -1, 6, 11, True,10,24,0.14874221093642057
323, 186, -1, 6, 13, True,10,24,0.14874221093641915
361, 192, -1, 6, 15, True,10,24,0.14874221093641915
399, 198, -1, 6, 17, True,10,24,0.14874221093642057
437, 204, 1, 6, 19, True,10,24,0.14874221093642098
73, 169, 1, 7, 0, False,10,24,0.14928868344801097
111, 174, 1, 7, 2, False,10,24,0.14928868344800955
149, 180, 1, 7, 4, False,10,24,0.14928868344801086
187, 186, 1, 7, 6, False,10,24,0.14928868344800944
224, 191, 1, 7, 8, False,10,24,0.14928868344801086
262, 197, 1, 7, 10, False,10,24,0.14928868344800944
300, 203, 1, 7, 12, False,10,24,0.14928868344800966
338, 209, 1, 7, 14, False,10,24,0.14928868344801147
376, 214, 1, 7, 16, False,10,24,0.14928868344801063
414, 220, -1, 7, 18, False,10,24,0.14928868344801063
452, 226, 1, 7, 20, False,10,24,0.14928868344801008
88, 191, 1, 8, 1, True,10,24,0.14983473622711374
126, 196, 1, 8, 3, True,10,24,0.14983473622711224
164, 202, -1, 8, 5, True,10,24,0.14983473622711363
202, 208, -1, 8, 7, True,10,24,0.14983473622711385
240, 213, -1, 8, 9, True,10,24,0.14983473622711224
278, 219, 1, 8, 11, True,10,24,0.14983473622711363
316, 225, -1, 8, 13, True,10,24,0.14983473622711266
354, 231, 1, 8, 15, True,10,24,0.14983473622711363
392, 236, 1, 8, 17, True,10,24,0.14983473622711363
429, 242, 1, 8, 19, True,10,24,0.14983473622711363
65, 207, -1, 9, 0, False,10,24,0.150380369431861
103, 213, -1, 9, 2, False,10,24,0.15038036943186112
141, 218, -1, 9, 4, False,10,24,0.150380369431861
179, 224, 1, 9, 6, False,10,24,0.15038036943186123
217, 230, -1, 9, 8, False,10,24,0.150380369431861
255, 236, 1, 9, 10, False,10,24,0.150380369431861
293, 241, -1, 9, 12, False,10,24,0.15038036943186123
331, 247, -1, 9, 14, False,10,24,0.15038036943186123
369, 253, 1, 9, 16, False,10,24,0.15038036943186123
407, 259, 1, 9, 18, False,10,24,0.15038036943186078
445, 264, -1, 9, 20, False,10,24,0.15038036943186078
81, 229, 1, 10, 1, True,10,24,0.1509255832211414
119, 235, -1, 10, 3, True,10,24,0.15092558322114147
157, 240, -1, 10, 5, True,10,24,0.15092558322114136
195, 246, -1, 10, 7, True,10,24,0.15092558322114158
232, 252, 1, 10, 9, True,10,24,0.15092558322114136
270, 258, -1, 10, 11, True,10,24,0.15092558322114158
308, 263, -1, 10, 13, True,10,24,0.15092558322114136
346, 269, 1, 10, 15, True,10,24,0.15092558322114136
384, 275, -1, 10, 17, True,10,24,0.15092558322114136
422, 281, -1, 10, 19, True,10,24,0.15092558322114136
58, 245, 1, 11, 0, False,10,24,0.15147037775459635
96, 251, -1, 11, 2, False,10,24,0.15147037775459646
134, 257, 1, 11, 4, False,10,24,0.15147037775459635
172, 262, -1, 11, 6, False,10,24,0.15147037775459635
210, 268, 1, 11, 8, False,10,24,0.15147037775459615
248, 274, -1, 11, 10, False,10,24,0.15147037775459615
286, 280, -1, 11, 12, False,10,24,0.15147037775459657
324, 286, 1, 11, 14, False,10,24,0.15147037775459657
362, 291, -1, 11, 16, False,10,24,0.15147037775459657
400, 297, -1, 11, 18, False,10,24,0.15147037775459615
438, 303, 1, 11, 20, False,10,24,0.15147037775459615
