,1,2,3,4,5,6,7,8,9,10,,,,,,,,,,,
Y-shape(7-7-21)/206.csv,-0.379310344827586,0.087778855480116,-0.081081081081081,-0.066099148723085,0.044069503903299,0.029126213592233,-0.019799434301877,0.017819706498952,-0.019276472141537,0.008499335989376,,,,,,,,,,, 
Y-shape(7-7-21)/207.csv,-0.358516483516483,0.034746351633079,-0.004223369310183,-0.01744741873805,0.009610764055742,-0.016585365853659,0.006378802747792,0.004997501249375,0.026196473551637,-0.015443037974684,,,,,,,,,,, 
Y-shape(7-7-21)/208.csv,-0.388278388278388,0.072040769052583,-0.053026748005631,-0.033938814531549,0.027871215761653,0.009756097560976,-0.018155053974485,-0.030484757621189,0.001511335012594,0.007341772151899,,,,,,,,,,, 
Y-shape(7-7-21)/209.csv,-0.41553748870822,0.139923954372624,-0.181678450660928,-0.023393636930755,0.023175696836831,0.024900872323553,-0.037119643141628,-0.015195602974459,-0.005695687550854,0.018954248366013,,,,,,,,,,, 
Y-shape(7-7-21)/210.csv,-0.547940463828314,0.225061253062653,-0.180176991150442,-0.065084501977706,0.045347786811202,0.000914578379367,-0.010297903641045,0.014947683109118,0.038736367055284,-0.028728028728029,,,,,,,,,,, 
Y-shape(7-7-21)/211.csv,-0.567003367003367,0.260847371107708,-0.210870313037496,-0.115693813351975,0.08813202247191,0.048719772403983,-0.04253037884203,-0.050453720508167,-0.018268176835952,0.020374449339207,,,,,,,,,,, 
Y-shape(7-7-21)/215.csv,-0.358518518518518,0.029507376844211,-0.014705882352941,0.00051652892562,0.011948051948052,-0.030590717299578,0.020700636942675,-0.034090909090909,0.027277686852155,0.002194185408667,,,,,,,,,,, 
Y-shape(7-7-21)/216.csv,-0.381728395061728,0.053763440860215,-0.02738336713996,-0.042355371900827,0.036363636363636,0.02162447257384,-0.014861995753716,-0.010822510822511,-0.024004364429896,0.017279210093253,,,,,,,,,,, 
Y-shape(7-7-21)/217.csv,-0.338047138047138,0.032323919700579,-0.022023399862354,0.013277428371768,-0.008952080042127,-0.007286298205083,-0.000714540907467,-0.01923774954628,-0.034709535988308,0.013213433657552,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,
distance,0.577350269189624,0.999999999999997,1.15470053837925,1.52752523165194,1.73205080756888,2,2.08166599946613,2.3094010767585,2.51661147842358,2.64575131106459,,,,,,,,,,,
